INST_FORMAT,SHIFT,N_IB,VWR,WORD,CONF,TEST_INSTR,CU,DLB_MOV,DLB_SA,DLB_PM,ID_MOV,ID_SA,ID_PM,IU,ITT_MOV,ITT_SA,ITT_PM,MS,PCU,IB,CSDRF,Internal,Switching,Leakage,Total
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,ADD,3.62e-04,9.07e-07,0.000,4.52e-08,4.06e-05,6.97e-06,1.44e-06,3.51e-06,6.20e-06,2.02e-06,9.98e-07,1.50e-04,4.14e-05,3.34e-04,2.51e-04,3.111e-04,5.592e-05,5.803e-04,9.473e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,MUL,3.46e-04,2.52e-07,0.000,1.33e-07,2.39e-05,4.38e-06,4.57e-06,3.08e-06,1.80e-06,3.09e-07,8.41e-07,2.25e-04,2.36e-05,3.16e-04,2.62e-04,2.762e-04,5.782e-05,5.912e-04,9.252e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,PACK,3.80e-04,1.20e-06,0.000,3.62e-07,3.94e-05,4.70e-07,3.19e-05,3.55e-06,6.78e-06,8.57e-07,2.22e-06,1.50e-04,4.31e-05,3.36e-04,2.62e-04,3.215e-04,7.608e-05,5.804e-04,9.779e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,EXIT,2.63e-04,7.48e-08,0.000,2.50e-08,1.21e-05,4.70e-07,1.43e-06,3.33e-06,5.24e-07,9.38e-08,1.67e-07,1.50e-04,3.27e-05,2.74e-04,2.51e-04,2.403e-04,3.974e-06,5.441e-04,7.883e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,IDLE,2.20e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.79e-06,3.34e-06,5.35e-07,1.25e-07,1.92e-07,1.46e-04,1.71e-05,2.67e-04,2.51e-04,2.008e-04,1.336e-07,5.368e-04,7.378e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,WRF_CSDLEN_LOOP,2.36e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.79e-06,5.51e-06,5.35e-07,1.25e-07,1.92e-07,1.50e-04,2.71e-05,2.67e-04,2.51e-04,2.129e-04,3.369e-06,5.373e-04,7.536e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,WRF_IB,2.78e-04,7.48e-08,0.000,2.49e-08,1.31e-05,4.70e-07,1.79e-06,5.95e-05,5.35e-07,1.25e-07,1.92e-07,1.46e-04,1.71e-05,7.31e-04,4.51e-04,7.723e-04,7.712e-05,6.340e-04,1.483e-03
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,WRF_CSD,2.38e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.79e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.46e-04,1.71e-05,4.21e-04,3.97e-04,4.736e-04,3.650e-05,5.610e-04,1.071e-03
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,NOP,3.19e-04,7.49e-07,0.000,2.50e-08,5.15e-05,4.70e-07,1.79e-06,3.30e-06,2.84e-06,4.35e-07,4.02e-07,1.46e-04,4.24e-05,2.80e-04,2.51e-04,2.707e-04,3.589e-05,5.429e-04,8.495e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,RLB,2.95e-04,3.62e-07,0.000,3.56e-07,2.67e-05,4.70e-07,4.94e-06,3.09e-06,4.52e-06,5.98e-07,1.77e-06,1.46e-04,3.19e-05,2.93e-04,2.51e-04,2.510e-04,3.247e-05,5.562e-04,8.397e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,WLB,3.31e-04,1.47e-06,0.000,2.50e-08,4.20e-05,4.70e-07,1.79e-06,2.87e-06,6.24e-06,6.18e-07,5.00e-07,1.46e-04,4.33e-05,3.01e-04,2.51e-04,2.818e-04,4.483e-05,5.564e-04,8.830e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,VMV,3.26e-04,1.15e-06,0.000,2.50e-08,4.47e-05,4.70e-07,1.79e-06,3.32e-06,5.06e-06,7.11e-07,4.77e-07,1.46e-04,4.24e-05,2.90e-04,2.51e-04,2.776e-04,3.983e-05,5.500e-04,8.674e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,SHIFT,3.48e-04,7.65e-07,0.000,2.50e-08,3.79e-05,6.71e-06,1.79e-06,3.43e-06,4.71e-06,1.34e-06,1.29e-06,1.46e-04,4.19e-05,3.18e-04,2.51e-04,2.988e-04,5.109e-05,5.674e-04,9.173e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,ADD,3.56e-04,1.01e-06,0.000,2.50e-08,4.14e-05,7.29e-06,1.79e-06,3.44e-06,5.94e-06,2.02e-06,9.70e-07,1.46e-04,4.22e-05,3.19e-04,2.51e-04,3.038e-04,5.513e-05,5.681e-04,9.270e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,MUL,3.41e-04,2.75e-07,0.000,1.35e-07,2.45e-05,3.63e-06,4.38e-06,3.02e-06,1.84e-06,3.05e-07,8.04e-07,2.23e-04,2.36e-05,3.04e-04,2.62e-04,2.719e-04,5.711e-05,5.786e-04,9.076e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,PACK,3.84e-04,1.33e-06,0.000,3.69e-07,4.28e-05,4.70e-07,3.54e-05,3.50e-06,7.01e-06,9.01e-07,2.10e-06,1.46e-04,4.33e-05,3.26e-04,2.62e-04,3.222e-04,7.918e-05,5.715e-04,9.729e-04
base,7,64,4096,1536,base_S7_IB64_VWR4096_WORD1536,EXIT,2.59e-04,7.48e-08,0.000,2.50e-08,1.20e-05,4.70e-07,1.79e-06,3.31e-06,5.24e-07,9.38e-08,1.67e-07,1.46e-04,3.27e-05,2.67e-04,2.51e-04,2.361e-04,3.878e-06,5.366e-04,7.766e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,IDLE,2.32e-04,7.48e-08,0.000,2.49e-08,1.24e-05,4.70e-07,1.36e-06,3.48e-06,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.72e-05,3.18e-04,2.51e-04,2.094e-04,1.416e-07,5.907e-04,8.003e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,WRF_CSDLEN_LOOP,2.47e-04,7.48e-08,0.000,2.49e-08,1.24e-05,4.70e-07,1.36e-06,5.56e-06,5.35e-07,1.25e-07,1.92e-07,1.61e-04,2.72e-05,3.18e-04,2.51e-04,2.212e-04,3.302e-06,5.911e-04,8.156e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,WRF_IB,3.20e-04,7.48e-08,0.000,2.49e-08,1.35e-05,4.70e-07,1.36e-06,8.93e-05,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.72e-05,9.55e-04,5.21e-04,9.896e-04,1.047e-04,7.245e-04,1.819e-03
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,WRF_CSD,2.49e-04,7.48e-08,0.000,2.49e-08,1.36e-05,4.70e-07,1.36e-06,2.00e-05,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.72e-05,4.73e-04,3.97e-04,4.825e-04,3.650e-05,6.147e-04,1.134e-03
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,NOP,3.11e-04,4.34e-07,0.000,2.50e-08,3.51e-05,4.70e-07,1.36e-06,3.45e-06,1.98e-06,3.12e-07,3.20e-07,1.57e-04,3.90e-05,3.32e-04,2.51e-04,2.710e-04,2.614e-05,5.968e-04,8.939e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,RLB,3.10e-04,3.62e-07,0.000,3.64e-07,2.76e-05,4.70e-07,3.02e-06,3.15e-06,4.53e-06,6.00e-07,1.78e-06,1.57e-04,3.33e-05,3.44e-04,2.51e-04,2.620e-04,3.303e-05,6.101e-04,9.051e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,WLB,3.25e-04,7.36e-07,0.000,2.50e-08,3.28e-05,4.70e-07,1.36e-06,3.02e-06,3.49e-06,3.75e-07,3.41e-07,1.57e-04,4.15e-05,3.52e-04,2.51e-04,2.830e-04,3.446e-05,6.103e-04,9.278e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,VMV,3.30e-04,6.53e-07,0.000,2.50e-08,3.61e-05,4.70e-07,1.36e-06,3.51e-06,3.13e-06,4.69e-07,3.74e-07,1.57e-04,4.15e-05,3.53e-04,2.51e-04,2.880e-04,3.541e-05,6.107e-04,9.342e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,SHIFT,3.64e-04,6.06e-07,0.000,1.52e-07,4.02e-05,4.80e-06,2.47e-06,3.67e-06,3.54e-06,1.12e-06,1.18e-06,1.57e-04,4.07e-05,3.89e-04,2.51e-04,3.182e-04,5.236e-05,6.345e-04,1.005e-03
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,ADD,3.63e-04,6.27e-07,0.000,2.50e-08,3.82e-05,5.20e-06,1.36e-06,3.68e-06,4.58e-06,1.76e-06,6.85e-07,1.57e-04,4.15e-05,3.90e-04,2.51e-04,3.182e-04,5.153e-05,6.352e-04,1.005e-03
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,MUL,3.58e-04,2.14e-07,0.000,1.38e-07,2.50e-05,3.72e-06,4.88e-06,3.23e-06,1.78e-06,3.19e-07,9.03e-07,2.35e-04,2.37e-05,3.69e-04,2.63e-04,2.844e-04,6.002e-05,6.460e-04,9.904e-04
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,PACK,3.71e-04,1.25e-06,0.000,3.77e-07,4.01e-05,4.70e-07,2.33e-05,3.66e-06,5.06e-06,6.11e-07,1.88e-06,1.57e-04,4.15e-05,3.83e-04,2.59e-04,3.193e-04,6.486e-05,6.294e-04,1.014e-03
base,7,64,8192,192,base_S7_IB64_VWR8192_WORD192,EXIT,2.75e-04,7.48e-08,0.000,2.50e-08,1.24e-05,4.70e-07,1.36e-06,3.45e-06,5.24e-07,9.38e-08,1.67e-07,1.57e-04,3.27e-05,3.18e-04,2.51e-04,2.488e-04,4.352e-06,5.906e-04,8.438e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,IDLE,2.28e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.35e-06,3.44e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,3.03e-04,2.51e-04,2.077e-04,1.399e-07,5.747e-04,7.825e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,WRF_CSDLEN_LOOP,2.44e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.35e-06,5.55e-06,5.35e-07,1.25e-07,1.92e-07,1.58e-04,2.72e-05,3.03e-04,2.51e-04,2.196e-04,3.371e-06,5.751e-04,7.981e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,WRF_IB,3.10e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.35e-06,8.31e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,9.05e-04,5.05e-04,9.433e-04,9.884e-05,7.011e-04,1.743e-03
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,WRF_CSD,2.46e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.35e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,4.58e-04,3.96e-04,4.799e-04,3.642e-05,5.985e-04,1.115e-03
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,NOP,3.11e-04,4.34e-07,0.000,2.50e-08,3.55e-05,4.70e-07,1.35e-06,3.41e-06,1.98e-06,3.12e-07,3.20e-07,1.54e-04,4.15e-05,3.17e-04,2.51e-04,2.713e-04,2.683e-05,5.809e-04,8.790e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,RLB,3.06e-04,3.74e-07,0.000,3.64e-07,2.66e-05,4.70e-07,3.02e-06,3.14e-06,4.53e-06,5.99e-07,1.78e-06,1.54e-04,3.33e-05,3.29e-04,2.51e-04,2.595e-04,3.253e-05,5.941e-04,8.861e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,WLB,3.20e-04,7.49e-07,0.000,2.50e-08,3.13e-05,4.70e-07,1.35e-06,2.99e-06,3.49e-06,3.75e-07,3.41e-07,1.54e-04,4.15e-05,3.37e-04,2.51e-04,2.800e-04,3.345e-05,5.943e-04,9.077e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,VMV,3.23e-04,6.65e-07,0.000,2.50e-08,3.31e-05,4.70e-07,1.35e-06,3.47e-06,3.13e-06,4.68e-07,3.74e-07,1.54e-04,4.15e-05,3.36e-04,2.51e-04,2.832e-04,3.363e-05,5.934e-04,9.102e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,SHIFT,3.54e-04,6.06e-07,0.000,1.52e-07,3.69e-05,4.67e-06,1.68e-06,3.61e-06,3.57e-06,1.12e-06,1.18e-06,1.54e-04,4.07e-05,3.70e-04,2.51e-04,3.108e-04,4.937e-05,6.156e-04,9.758e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,ADD,3.56e-04,7.93e-07,0.000,2.50e-08,3.69e-05,5.08e-06,1.35e-06,3.62e-06,4.66e-06,1.76e-06,6.84e-07,1.54e-04,4.15e-05,3.71e-04,2.51e-04,3.124e-04,4.994e-05,6.164e-04,9.788e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,MUL,3.55e-04,2.16e-07,0.000,1.38e-07,2.48e-05,3.68e-06,4.72e-06,3.18e-06,1.78e-06,3.19e-07,9.07e-07,2.32e-04,2.34e-05,3.51e-04,2.62e-04,2.829e-04,5.931e-05,6.271e-04,9.693e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,PACK,3.66e-04,1.26e-06,0.000,3.77e-07,3.66e-05,4.70e-07,2.41e-05,3.63e-06,5.06e-06,5.96e-07,1.88e-06,1.54e-04,4.15e-05,3.67e-04,2.61e-04,3.162e-04,6.545e-05,6.126e-04,9.942e-04
base,7,64,8192,384,base_S7_IB64_VWR8192_WORD384,EXIT,2.72e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.35e-06,3.41e-06,5.24e-07,9.38e-08,1.67e-07,1.54e-04,3.27e-05,3.03e-04,2.51e-04,2.471e-04,4.352e-06,5.746e-04,8.261e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,IDLE,2.25e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.43e-06,3.40e-06,5.35e-07,1.25e-07,1.92e-07,1.51e-04,1.72e-05,2.89e-04,2.51e-04,2.059e-04,1.350e-07,5.590e-04,7.650e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,WRF_CSDLEN_LOOP,2.42e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.43e-06,5.53e-06,5.35e-07,1.25e-07,1.92e-07,1.56e-04,2.72e-05,2.88e-04,2.51e-04,2.182e-04,3.419e-06,5.594e-04,7.810e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,WRF_IB,3.01e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.43e-06,7.69e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.72e-05,8.55e-04,4.90e-04,8.976e-04,9.309e-05,6.779e-04,1.669e-03
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,WRF_CSD,2.43e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.43e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.72e-05,4.43e-04,3.96e-04,4.781e-04,3.641e-05,5.831e-04,1.098e-03
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,NOP,3.19e-04,5.37e-07,0.000,2.50e-08,4.49e-05,4.70e-07,1.43e-06,3.37e-06,2.46e-06,3.80e-07,3.65e-07,1.52e-04,4.19e-05,3.02e-04,2.51e-04,2.748e-04,3.189e-05,5.652e-04,8.720e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,RLB,3.01e-04,3.62e-07,0.000,3.49e-07,2.63e-05,4.70e-07,3.17e-06,3.13e-06,4.53e-06,5.98e-07,1.79e-06,1.52e-04,3.20e-05,3.15e-04,2.51e-04,2.565e-04,3.212e-05,5.784e-04,8.670e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,WLB,3.37e-04,1.21e-06,0.000,2.50e-08,4.25e-05,4.70e-07,1.43e-06,2.98e-06,5.74e-06,5.78e-07,4.70e-07,1.52e-04,4.29e-05,3.24e-04,2.51e-04,2.889e-04,4.444e-05,5.786e-04,9.120e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,VMV,3.33e-04,1.01e-06,0.000,2.50e-08,4.20e-05,4.70e-07,1.43e-06,3.42e-06,4.47e-06,6.39e-07,4.36e-07,1.52e-04,4.18e-05,3.19e-04,2.51e-04,2.873e-04,4.013e-05,5.762e-04,9.036e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,SHIFT,3.63e-04,6.91e-07,0.000,6.55e-08,3.79e-05,6.64e-06,1.84e-06,3.55e-06,5.18e-06,1.34e-06,1.49e-06,1.52e-04,4.18e-05,3.52e-04,2.51e-04,3.146e-04,5.519e-05,5.970e-04,9.668e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,ADD,3.69e-04,9.67e-07,0.000,2.50e-08,4.14e-05,6.73e-06,1.44e-06,3.56e-06,6.52e-06,1.99e-06,9.97e-07,1.52e-04,4.15e-05,3.53e-04,2.51e-04,3.180e-04,5.784e-05,5.977e-04,9.736e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,MUL,3.48e-04,2.58e-07,0.000,1.33e-07,2.37e-05,3.78e-06,3.86e-06,3.13e-06,1.82e-06,2.88e-07,7.23e-07,2.28e-04,2.37e-05,3.34e-04,2.63e-04,2.779e-04,5.782e-05,6.087e-04,9.444e-04
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,PACK,3.90e-04,1.21e-06,0.000,3.62e-07,4.29e-05,4.70e-07,3.32e-05,3.59e-06,6.87e-06,8.70e-07,2.07e-06,1.52e-04,4.18e-05,3.53e-04,2.62e-04,3.290e-04,7.940e-05,5.967e-04,1.005e-03
base,7,64,8192,768,base_S7_IB64_VWR8192_WORD768,EXIT,2.67e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.43e-06,3.37e-06,5.24e-07,9.38e-08,1.67e-07,1.51e-04,3.27e-05,2.89e-04,2.51e-04,2.437e-04,4.163e-06,5.590e-04,8.068e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,IDLE,2.24e-04,7.48e-08,0.000,2.49e-08,1.19e-05,4.70e-07,1.79e-06,3.38e-06,5.35e-07,1.25e-07,1.92e-07,1.50e-04,1.71e-05,2.81e-04,2.51e-04,2.042e-04,1.357e-07,5.519e-04,7.562e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,WRF_CSDLEN_LOOP,2.40e-04,7.48e-08,0.000,2.49e-08,1.19e-05,4.70e-07,1.79e-06,5.53e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,2.71e-05,2.81e-04,2.51e-04,2.163e-04,3.371e-06,5.523e-04,7.720e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,WRF_IB,2.95e-04,7.48e-08,0.000,2.49e-08,1.30e-05,4.70e-07,1.79e-06,7.19e-05,5.35e-07,1.25e-07,1.92e-07,1.50e-04,1.71e-05,8.14e-04,4.82e-04,8.611e-04,8.841e-05,6.641e-04,1.614e-03
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,WRF_CSD,2.42e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.79e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.50e-04,1.71e-05,4.36e-04,3.96e-04,4.763e-04,3.642e-05,5.760e-04,1.089e-03
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,NOP,3.02e-04,4.18e-07,0.000,2.50e-08,3.59e-05,4.70e-07,1.79e-06,3.35e-06,1.98e-06,3.12e-07,3.20e-07,1.50e-04,3.89e-05,2.94e-04,2.51e-04,2.639e-04,2.540e-05,5.581e-04,8.474e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,RLB,3.01e-04,3.62e-07,0.000,3.56e-07,2.64e-05,4.70e-07,4.95e-06,3.12e-06,4.53e-06,5.98e-07,1.88e-06,1.50e-04,3.33e-05,3.07e-04,2.51e-04,2.550e-04,3.289e-05,5.713e-04,8.592e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,WLB,3.14e-04,8.36e-07,0.000,2.50e-08,3.24e-05,4.70e-07,1.79e-06,2.93e-06,4.01e-06,4.22e-07,3.87e-07,1.50e-04,4.02e-05,3.14e-04,2.51e-04,2.746e-04,3.348e-05,5.714e-04,8.796e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,VMV,3.15e-04,6.90e-07,0.000,2.50e-08,3.30e-05,4.70e-07,1.79e-06,3.39e-06,3.22e-06,4.76e-07,3.75e-07,1.50e-04,4.13e-05,3.09e-04,2.51e-04,2.752e-04,3.203e-05,5.676e-04,8.748e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,SHIFT,3.50e-04,6.47e-07,0.000,8.70e-08,3.64e-05,5.21e-06,3.59e-06,3.51e-06,4.19e-06,1.13e-06,1.25e-06,1.50e-04,4.09e-05,3.38e-04,2.51e-04,3.029e-04,4.956e-05,5.873e-04,9.398e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,ADD,3.49e-04,7.77e-07,0.000,4.57e-08,3.66e-05,5.48e-06,1.90e-06,3.53e-06,5.10e-06,1.76e-06,8.41e-07,1.50e-04,4.11e-05,3.39e-04,2.51e-04,3.032e-04,4.905e-05,5.880e-04,9.403e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,MUL,3.48e-04,2.22e-07,0.000,1.35e-07,2.41e-05,4.39e-06,5.92e-06,3.10e-06,1.78e-06,3.17e-07,9.22e-07,2.25e-04,2.35e-05,3.23e-04,2.62e-04,2.766e-04,5.826e-05,5.989e-04,9.338e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,PACK,3.68e-04,1.21e-06,0.000,3.69e-07,3.74e-05,4.70e-07,2.78e-05,3.57e-06,5.56e-06,6.75e-07,2.01e-06,1.50e-04,4.13e-05,3.43e-04,2.61e-04,3.147e-04,6.831e-05,5.893e-04,9.724e-04
base,7,64,8192,1536,base_S7_IB64_VWR8192_WORD1536,EXIT,2.65e-04,7.48e-08,0.000,2.50e-08,1.21e-05,4.70e-07,1.79e-06,3.35e-06,5.24e-07,9.38e-08,1.67e-07,1.50e-04,3.27e-05,2.81e-04,2.51e-04,2.411e-04,4.067e-06,5.518e-04,7.970e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,IDLE,2.32e-04,7.48e-08,0.000,2.49e-08,1.22e-05,4.66e-07,1.36e-06,3.52e-06,5.35e-07,1.25e-07,1.92e-07,1.58e-04,1.72e-05,3.33e-04,2.51e-04,2.111e-04,1.517e-07,6.047e-04,8.160e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,WRF_CSDLEN_LOOP,2.48e-04,7.48e-08,0.000,2.49e-08,1.22e-05,4.66e-07,1.36e-06,5.58e-06,5.35e-07,1.25e-07,1.92e-07,1.62e-04,2.72e-05,3.33e-04,2.51e-04,2.231e-04,3.379e-06,6.051e-04,8.316e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,WRF_IB,3.27e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.66e-07,1.36e-06,9.54e-05,5.35e-07,1.25e-07,1.92e-07,1.58e-04,1.72e-05,1.01e-03,5.36e-04,1.035e-03,1.104e-04,7.459e-04,1.891e-03
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,WRF_CSD,2.50e-04,7.48e-08,0.000,2.49e-08,1.34e-05,4.66e-07,1.36e-06,2.00e-05,5.35e-07,1.25e-07,1.92e-07,1.58e-04,1.72e-05,4.88e-04,3.97e-04,4.842e-04,3.651e-05,6.289e-04,1.150e-03
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,NOP,3.15e-04,4.34e-07,0.000,2.50e-08,3.50e-05,4.66e-07,1.36e-06,3.49e-06,1.98e-06,3.12e-07,3.20e-07,1.58e-04,4.14e-05,3.47e-04,2.51e-04,2.745e-04,2.701e-05,6.110e-04,9.125e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,RLB,3.11e-04,3.30e-07,0.000,3.64e-07,2.73e-05,4.66e-07,3.02e-06,3.17e-06,4.96e-06,6.01e-07,1.78e-06,1.58e-04,3.33e-05,3.59e-04,2.51e-04,2.636e-04,3.387e-05,6.241e-04,9.216e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,WLB,3.26e-04,7.36e-07,0.000,2.50e-08,3.28e-05,4.66e-07,1.36e-06,3.04e-06,3.49e-06,3.76e-07,3.41e-07,1.58e-04,4.14e-05,3.67e-04,2.51e-04,2.853e-04,3.534e-05,6.243e-04,9.449e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,VMV,3.33e-04,6.53e-07,0.000,2.50e-08,3.66e-05,4.66e-07,1.36e-06,3.56e-06,3.01e-06,4.70e-07,3.74e-07,1.58e-04,4.14e-05,3.70e-04,2.51e-04,2.917e-04,3.686e-05,6.261e-04,9.547e-04
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,SHIFT,3.67e-04,6.57e-07,0.000,1.10e-07,3.98e-05,5.23e-06,2.22e-06,3.72e-06,3.85e-06,1.15e-06,1.19e-06,1.58e-04,4.09e-05,4.08e-04,2.51e-04,3.222e-04,5.403e-05,6.504e-04,1.027e-03
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,ADD,3.70e-04,7.09e-07,0.000,2.50e-08,4.04e-05,5.56e-06,1.36e-06,3.73e-06,4.66e-06,1.80e-06,7.54e-07,1.58e-04,4.15e-05,4.09e-04,2.51e-04,3.241e-04,5.506e-05,6.511e-04,1.030e-03
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,MUL,3.59e-04,2.02e-07,0.000,1.38e-07,2.50e-05,4.32e-06,5.16e-06,3.28e-06,1.77e-06,3.32e-07,9.38e-07,2.34e-04,2.35e-05,3.86e-04,2.63e-04,2.860e-04,6.027e-05,6.621e-04,1.008e-03
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,PACK,3.76e-04,1.25e-06,0.000,3.77e-07,3.91e-05,4.66e-07,2.64e-05,3.71e-06,5.20e-06,6.62e-07,1.91e-06,1.58e-04,4.14e-05,3.99e-04,2.59e-04,3.230e-04,6.704e-05,6.445e-04,1.035e-03
base,7,64,16384,192,base_S7_IB64_VWR16384_WORD192,EXIT,2.76e-04,7.48e-08,0.000,2.50e-08,1.23e-05,4.66e-07,1.36e-06,3.48e-06,5.24e-07,9.38e-08,1.67e-07,1.58e-04,3.27e-05,3.33e-04,2.51e-04,2.505e-04,4.362e-06,6.047e-04,8.595e-04
